dataset,algorithm,k,g,p,Run_Time,KG_Time,Main_Time,Ng_Time,N^g_Count,num_kg_node,num_kg_edge,num_remain_node,num_remain_edge
Amazon,naive,3,3,0.8,5666.3266,1963.7442,3702.3163,3642.051,2778539.0,712775.0,4285363.0,202460.0,762907.0
Amazon,naive,5,5,0.8,3995.296,2205.172,1789.8767,1742.2164,1144779.0,278466.0,4285363.0,20269.0,114182.0
Amazon,naive,10,10,0.8,2557.5184,2397.5422,159.7221,132.8623,183291.0,78066.0,4285363.0,473.0,27372.0
Amazon,naive,20,20,0.8,2553.6345,2525.9261,27.4686,13.8337,37640.0,18453.0,4285363.0,165.0,9621.0
Amazon,naive,30,30,0.8,2596.2126,2584.307,11.7238,2.9655,12277.0,6141.0,4285363.0,72.0,2562.0
Amazon,naive,40,40,0.8,2601.2622,2592.8662,8.217,1.7127,4924.0,2471.0,4285363.0,65.0,2360.0
Amazon,naive,50,50,0.8,2606.877,2600.4302,6.2696,1.2517,2156.0,1078.0,4285363.0,57.0,2221.0
Amazon,naive,60,60,0.8,2655.6922,2651.9145,3.5853,0.0105,292.0,146.0,4285363.0,0.0,0.0
Amazon,naive,70,70,0.8,2649.2623,2645.7776,3.3084,0.0,0.0,0.0,4285363.0,0.0,0.0
Amazon,ASAP,3,3,0.8,3636.8925,1979.9931,1656.1308,1550.3986,1587544.0,712775.0,4285363.0,202460.0,762907.0
Amazon,ASAP,4,4,0.8,3231.5645,1977.3213,1253.6217,1164.389,1080943.0,418507.0,4285363.0,57769.0,290098.0
Amazon,ASAP,5,5,0.8,3040.5577,2201.9974,837.9798,759.2835,626435.0,278466.0,4285363.0,20269.0,114182.0
Amazon,ASAP,6,6,0.8,2685.2756,2139.1513,545.5866,486.7267,410175.0,199349.0,4285363.0,2091.0,45822.0
Amazon,ASAP,7,7,0.8,2629.5155,2261.9092,367.0554,317.2024,267440.0,150461.0,4285363.0,1183.0,40282.0
Amazon,ASAP,8,8,0.8,2505.1558,2258.0022,246.6504,205.5547,186783.0,117544.0,4285363.0,750.0,37429.0
Amazon,ASAP,9,9,0.8,2486.0827,2305.6112,179.9496,143.2755,138297.0,94945.0,4285363.0,614.0,30410.0
Amazon,ASAP,10,10,0.8,2522.7927,2392.0496,130.2343,96.9421,105529.0,78066.0,4285363.0,473.0,27372.0
Amazon,ASAP,20,20,0.8,2626.4275,2597.9069,27.9962,8.5114,19315.0,18453.0,4285363.0,165.0,9621.0
Amazon,ASAP,30,30,0.8,2579.5611,2567.184,11.9408,1.582,6162.0,6141.0,4285363.0,72.0,2562.0
Amazon,ASAP,40,40,0.8,2566.9908,2558.6041,7.9592,0.8736,2472.0,2471.0,4285363.0,65.0,2360.0
Amazon,ASAP,50,50,0.8,2656.4863,2648.0289,8.1475,1.0915,1108.0,1078.0,4285363.0,57.0,2221.0
Amazon,ASAP,60,60,0.8,2591.68,2587.3584,4.1397,0.005,146.0,146.0,4285363.0,0.0,0.0
Amazon,ASAP,70,70,0.8,2566.2566,2562.2428,3.8347,0.0,0.0,0.0,4285363.0,0.0,0.0
Aminer,naive,3,3,0.0,1024.8058,1021.0816,2.9765,0.0,0.0,808177.0,17120546.0,808177.0,17120546.0
Aminer,naive,3,3,0.2,1036.733,1019.6355,16.3209,8.3849,231748.0,808177.0,17120546.0,806166.0,5083240.0
Aminer,naive,3,3,0.4,1052.3769,1018.3161,33.3043,19.0022,699888.0,808177.0,17120546.0,756495.0,2973934.0
Aminer,naive,3,3,0.6,1081.4074,1030.6029,50.0199,27.3938,1333695.0,808177.0,17120546.0,541198.0,1221553.0
Aminer,naive,3,3,0.8,1026.4624,981.2715,44.4201,18.051,1700384.0,808177.0,17120546.0,251449.0,332486.0
Aminer,naive,3,3,0.8,1077.342,1028.9085,47.6466,19.4884,1700384.0,808177.0,17120546.0,251449.0,332486.0
Aminer,naive,3,3,1.0,1064.7728,1026.3799,37.6042,8.1443,1648842.0,808177.0,17120546.0,87829.0,110703.0
Aminer,naive,3,4,0.0,1041.5795,1037.617,3.1662,0.0,0.0,379270.0,17120546.0,379270.0,17120546.0
Aminer,naive,3,4,0.2,1047.5329,1030.53,16.2198,7.4078,162649.0,379270.0,17120546.0,377020.0,3135230.0
Aminer,naive,3,4,0.4,1062.471,1033.5626,28.1403,14.3694,420827.0,379270.0,17120546.0,336202.0,1581858.0
Aminer,naive,3,4,0.6,1069.2083,1032.2502,36.1779,17.4647,733420.0,379270.0,17120546.0,202376.0,517316.0
Aminer,naive,3,4,0.8,1062.353,1031.6615,29.9356,9.2189,807921.0,379270.0,17120546.0,76664.0,120221.0
Aminer,naive,3,4,1.0,1110.0937,1080.6709,28.6125,3.8574,766835.0,379270.0,17120546.0,23645.0,38520.0
Aminer,naive,3,5,0.0,1081.8651,1077.6668,3.3697,0.0,0.0,211702.0,17120546.0,211702.0,17120546.0
Aminer,naive,3,5,0.2,1035.5306,1020.5671,14.2357,5.5305,111795.0,211702.0,17120546.0,209673.0,2057765.0
Aminer,naive,3,5,0.4,1062.7205,1038.2019,23.7175,10.9566,273549.0,211702.0,17120546.0,177682.0,923779.0
Aminer,naive,3,5,0.6,1069.353,1041.1547,27.4426,11.4626,436198.0,211702.0,17120546.0,93432.0,259747.0
Aminer,naive,3,5,0.8,1056.8314,1033.0117,23.0438,5.4401,449391.0,211702.0,17120546.0,30564.0,57326.0
Aminer,naive,3,5,1.0,1062.8071,1042.2303,19.792,1.9163,424746.0,211702.0,17120546.0,9125.0,18782.0
Aminer,naive,3,6,0.0,1037.5677,1033.6802,3.1059,0.0,0.0,131804.0,17120546.0,131804.0,17120546.0
Aminer,naive,3,6,0.2,1056.0336,1041.9193,13.312,4.5538,79388.0,131804.0,17120546.0,130034.0,1414614.0
Aminer,naive,3,6,0.4,1109.5549,1087.5024,21.2094,8.7703,186446.0,131804.0,17120546.0,105272.0,584038.0
Aminer,naive,3,6,0.6,1056.4396,1033.6149,22.0728,8.3216,277542.0,131804.0,17120546.0,50371.0,150411.0
Aminer,naive,3,6,0.8,1056.7587,1037.4653,18.5225,3.3846,276139.0,131804.0,17120546.0,15126.0,33160.0
Aminer,naive,3,6,1.0,1111.4442,1092.4357,18.1899,1.2225,263126.0,131804.0,17120546.0,4524.0,11258.0
Aminer,naive,3,7,0.0,1040.9496,1037.1223,3.0596,0.0,0.0,88562.0,17120546.0,88562.0,17120546.0
Aminer,naive,3,7,0.2,1051.9184,1038.7265,12.4306,3.8535,58053.0,88562.0,17120546.0,87123.0,1023820.0
Aminer,naive,3,7,0.4,1059.2902,1040.4867,18.0126,6.9058,134860.0,88562.0,17120546.0,67895.0,399067.0
Aminer,naive,3,7,0.6,1045.5929,1026.9016,17.9393,5.6955,185750.0,88562.0,17120546.0,30678.0,97649.0
Aminer,naive,3,7,0.8,1048.7365,1032.6288,15.3514,2.2542,183644.0,88562.0,17120546.0,8555.0,21360.0
Aminer,naive,3,7,1.0,1045.5284,1030.5225,14.2447,0.7211,176209.0,88562.0,17120546.0,2652.0,7660.0
Aminer,naive,4,3,0.0,1038.375,1034.4776,3.1244,0.0,0.0,469732.0,17120546.0,469732.0,17120546.0
Aminer,naive,4,3,0.2,1049.3914,1032.4783,16.1194,7.5698,178907.0,469732.0,17120546.0,467846.0,3304473.0
Aminer,naive,4,3,0.4,1055.0395,1026.1387,28.1104,14.4124,456010.0,469732.0,17120546.0,432518.0,1686136.0
Aminer,naive,4,3,0.6,1067.2481,1029.553,36.9107,18.353,783361.0,469732.0,17120546.0,314698.0,613984.0
Aminer,naive,4,3,0.8,1064.1087,1028.3019,35.009,12.8342,993948.0,469732.0,17120546.0,130175.0,137363.0
Aminer,naive,4,3,1.0,1058.0604,1029.6027,27.7076,4.7442,952558.0,469732.0,17120546.0,38818.0,35739.0
Aminer,naive,4,4,0.0,1029.5591,1025.7534,3.0168,0.0,0.0,209188.0,17120546.0,209188.0,17120546.0
Aminer,naive,4,4,0.2,1051.2857,1036.2652,14.2371,5.4484,106242.0,209188.0,17120546.0,207498.0,1788007.0
Aminer,naive,4,4,0.4,1061.9609,1038.9751,22.1758,9.8204,243418.0,209188.0,17120546.0,183386.0,783290.0
Aminer,naive,4,4,0.6,1058.8867,1032.1532,25.9396,11.1989,395529.0,209188.0,17120546.0,116438.0,241620.0
Aminer,naive,4,4,0.8,1060.7559,1037.2376,22.7348,6.294,447302.0,209188.0,17120546.0,38204.0,47877.0
Aminer,naive,4,4,1.0,1061.185,1041.105,19.2866,1.9259,421404.0,209188.0,17120546.0,9487.0,11928.0
Aminer,naive,4,5,0.0,1041.808,1037.8925,3.1173,0.0,0.0,114192.0,17120546.0,114192.0,17120546.0
Aminer,naive,4,5,0.2,1054.9168,1041.194,12.9042,4.1,66350.0,114192.0,17120546.0,113015.0,1075914.0
Aminer,naive,4,5,0.4,1062.2574,1043.0718,18.3762,7.1729,146557.0,114192.0,17120546.0,96090.0,428742.0
Aminer,naive,4,5,0.6,1063.5823,1042.1977,20.5759,7.7484,226241.0,114192.0,17120546.0,55635.0,121844.0
Aminer,naive,4,5,0.8,1060.4661,1042.1283,17.5378,3.5772,244300.0,114192.0,17120546.0,14909.0,22222.0
Aminer,naive,4,5,1.0,1051.3999,1035.6442,14.9871,0.9179,228836.0,114192.0,17120546.0,3586.0,5794.0
Aminer,naive,4,6,0.0,1038.9957,1035.1114,3.1,0.0,0.0,70867.0,17120546.0,70867.0,17120546.0
Aminer,naive,4,6,0.2,1052.9683,1040.4319,11.7324,3.1223,45131.0,70867.0,17120546.0,69777.0,702112.0
Aminer,naive,4,6,0.4,1061.2185,1044.3552,16.0648,5.6419,98987.0,70867.0,17120546.0,57299.0,263980.0
Aminer,naive,4,6,0.6,1061.9598,1044.011,17.148,5.6391,144189.0,70867.0,17120546.0,30453.0,70691.0
Aminer,naive,4,6,0.8,1055.0257,1039.9098,14.3401,2.2002,149968.0,70867.0,17120546.0,7294.0,12596.0
Aminer,naive,4,6,1.0,1059.371,1044.8879,13.6899,0.5794,141444.0,70867.0,17120546.0,1810.0,3443.0
Aminer,naive,4,7,0.0,1040.6807,1036.928,2.9843,0.0,0.0,47818.0,17120546.0,47818.0,17120546.0
Aminer,naive,4,7,0.2,1058.3534,1046.2327,11.3183,2.6382,32561.0,47818.0,17120546.0,47070.0,496408.0
Aminer,naive,4,7,0.4,1052.7608,1037.8055,14.1822,4.3194,71116.0,47818.0,17120546.0,37322.0,176388.0
Aminer,naive,4,7,0.6,1057.729,1042.1312,14.8058,4.052,98087.0,47818.0,17120546.0,19015.0,45603.0
Aminer,naive,4,7,0.8,1052.4075,1038.7929,12.8212,1.4857,100335.0,47818.0,17120546.0,4210.0,8157.0
Aminer,naive,4,7,1.0,1051.7755,1038.9232,12.0599,0.3731,95256.0,47818.0,17120546.0,1045.0,2372.0
Aminer,naive,5,3,0.0,1039.1837,1035.3273,3.0748,0.0,0.0,281368.0,17120546.0,281368.0,17120546.0
Aminer,naive,5,3,0.2,1049.2858,1033.4424,15.0417,6.1751,127658.0,281368.0,17120546.0,279751.0,2068753.0
Aminer,naive,5,3,0.4,1057.4772,1033.4037,23.2758,10.7229,291309.0,281368.0,17120546.0,255431.0,923279.0
Aminer,naive,5,3,0.6,1062.1781,1032.9955,28.3783,12.955,467383.0,281368.0,17120546.0,187775.0,305250.0
Aminer,naive,5,3,0.8,1068.3925,1040.391,27.2234,9.1233,593665.0,281368.0,17120546.0,74442.0,64398.0
Aminer,naive,5,3,1.0,1053.4126,1030.7263,21.8972,2.7083,567750.0,281368.0,17120546.0,18563.0,13476.0
Aminer,naive,5,4,0.0,1035.7822,1031.8133,3.1951,0.0,0.0,122370.0,17120546.0,122370.0,17120546.0
Aminer,naive,5,4,0.2,1047.453,1034.0661,12.6051,3.9013,67225.0,122370.0,17120546.0,121245.0,1004502.0
Aminer,naive,5,4,0.4,1045.8666,1027.5763,17.5357,6.7416,141820.0,122370.0,17120546.0,107439.0,399009.0
Aminer,naive,5,4,0.6,1049.347,1028.4977,20.0797,7.6676,224206.0,122370.0,17120546.0,71327.0,119166.0
Aminer,naive,5,4,0.8,1053.5768,1034.6919,18.113,4.5156,263361.0,122370.0,17120546.0,22479.0,22888.0
Aminer,naive,5,4,1.0,1058.0353,1041.6925,15.5662,1.0639,246103.0,122370.0,17120546.0,4218.0,4328.0
Aminer,naive,5,5,0.0,1050.8376,1046.8834,3.1379,0.0,0.0,67682.0,17120546.0,67682.0,17120546.0
Aminer,naive,5,5,0.2,1046.5589,1034.3327,11.4445,2.9043,40531.0,67682.0,17120546.0,66908.0,579347.0
Aminer,naive,5,5,0.4,1059.1892,1043.1919,15.2093,5.0655,84433.0,67682.0,17120546.0,57808.0,217071.0
Aminer,naive,5,5,0.6,1056.2678,1038.7503,16.731,5.586,130778.0,67682.0,17120546.0,35444.0,62512.0
Aminer,naive,5,5,0.8,1009.6214,995.2641,13.5991,2.3544,146174.0,67682.0,17120546.0,8897.0,10921.0
Aminer,naive,5,5,0.8,1048.2652,1033.2635,14.235,2.5168,146174.0,67682.0,17120546.0,8897.0,10921.0
Aminer,naive,5,5,1.0,1049.696,1036.1952,12.715,0.5379,135685.0,67682.0,17120546.0,1550.0,2190.0
Aminer,naive,5,6,0.0,1041.3852,1037.5468,3.0335,0.0,0.0,43218.0,17120546.0,43218.0,17120546.0
Aminer,naive,5,6,0.2,1036.8505,1025.6056,10.4973,2.2962,28209.0,43218.0,17120546.0,42466.0,378592.0
Aminer,naive,5,6,0.4,1064.3167,1049.3746,14.0844,4.2181,58844.0,43218.0,17120546.0,35779.0,134752.0
Aminer,naive,5,6,0.6,1046.3607,1031.3453,14.2554,4.083,86323.0,43218.0,17120546.0,20340.0,37295.0
Aminer,naive,5,6,0.8,1058.4352,1044.998,12.6548,1.638,92271.0,43218.0,17120546.0,4453.0,6217.0
Aminer,naive,5,6,1.0,1053.5091,1041.1418,11.5873,0.3016,86399.0,43218.0,17120546.0,794.0,1371.0
Aminer,naive,5,7,0.0,1048.2358,1044.1633,3.2446,0.0,0.0,30090.0,17120546.0,30090.0,17120546.0
Aminer,naive,5,7,0.2,1055.2528,1044.0409,10.4242,1.983,20333.0,30090.0,17120546.0,29607.0,270137.0
Aminer,naive,5,7,0.4,1057.4233,1044.1356,12.4947,3.3422,43582.0,30090.0,17120546.0,24226.0,93707.0
Aminer,naive,5,7,0.6,1068.4961,1054.2975,13.3906,3.2857,60972.0,30090.0,17120546.0,13270.0,25031.0
Aminer,naive,5,7,0.8,1054.4652,1041.9792,11.7003,1.1358,63818.0,30090.0,17120546.0,2685.0,4217.0
Aminer,naive,5,7,1.0,1047.9583,1036.355,10.8309,0.2065,60059.0,30090.0,17120546.0,490.0,1029.0
Aminer,naive,6,3,0.0,1053.7306,1049.808,3.1198,0.0,0.0,176521.0,17120546.0,176521.0,17120546.0
Aminer,naive,6,3,0.2,1049.0384,1034.998,13.2491,4.5429,87725.0,176521.0,17120546.0,175346.0,1277432.0
Aminer,naive,6,3,0.4,1062.957,1042.7123,19.4349,7.8363,185949.0,176521.0,17120546.0,159441.0,514559.0
Aminer,naive,6,3,0.6,1062.8414,1039.3934,22.6511,9.2344,290503.0,176521.0,17120546.0,118160.0,160563.0
Aminer,naive,6,3,0.8,1065.786,1043.6576,21.3236,6.5764,371054.0,176521.0,17120546.0,48748.0,35046.0
Aminer,naive,6,3,1.0,1057.5025,1039.507,17.2089,1.5662,355139.0,176521.0,17120546.0,9484.0,5628.0
Aminer,naive,6,4,0.0,1043.7024,1039.8629,3.0621,0.0,0.0,78354.0,17120546.0,78354.0,17120546.0
Aminer,naive,6,4,0.2,1047.4685,1035.3416,11.3731,2.9019,44010.0,78354.0,17120546.0,77627.0,598228.0
Aminer,naive,6,4,0.4,1064.0515,1048.0214,15.2387,5.0807,89086.0,78354.0,17120546.0,69107.0,221598.0
Aminer,naive,6,4,0.6,1054.6523,1036.8261,17.0527,6.1464,141582.0,78354.0,17120546.0,46922.0,65206.0
Aminer,naive,6,4,0.8,1057.681,1041.3092,15.5755,3.5864,169386.0,78354.0,17120546.0,15668.0,12888.0
Aminer,naive,6,4,1.0,1055.8929,1041.9528,13.1498,0.6086,157583.0,78354.0,17120546.0,2079.0,1820.0
Aminer,naive,6,5,0.0,1041.5073,1037.7253,3.0058,0.0,0.0,45351.0,17120546.0,45351.0,17120546.0
Aminer,naive,6,5,0.2,1049.3526,1037.8768,10.6966,2.2818,27231.0,45351.0,17120546.0,44831.0,349490.0
Aminer,naive,6,5,0.4,1049.6815,1035.7301,13.1907,3.8966,55862.0,45351.0,17120546.0,39067.0,122773.0
Aminer,naive,6,5,0.6,1057.8991,1042.4895,14.6253,4.404,85767.0,45351.0,17120546.0,24926.0,35467.0
Aminer,naive,6,5,0.8,1057.2224,1043.3126,13.1104,2.0473,98445.0,45351.0,17120546.0,6475.0,6597.0
Aminer,naive,6,5,1.0,1048.3556,1035.9656,11.6271,0.3152,90936.0,45351.0,17120546.0,825.0,1036.0
Aminer,naive,6,6,0.0,1048.3414,1044.4434,3.1093,0.0,0.0,30054.0,17120546.0,30054.0,17120546.0
Aminer,naive,6,6,0.2,1049.4177,1038.1074,10.5284,1.9849,19769.0,30054.0,17120546.0,29501.0,235313.0
Aminer,naive,6,6,0.4,1053.2269,1039.6233,12.7726,3.3612,39363.0,30054.0,17120546.0,25431.0,81212.0
Aminer,naive,6,6,0.6,1059.9095,1045.761,13.3483,3.5904,59269.0,30054.0,17120546.0,15103.0,22268.0
Aminer,naive,6,6,0.8,1054.9437,1042.1567,11.961,1.335,64617.0,30054.0,17120546.0,3352.0,3955.0
Aminer,naive,6,6,1.0,1055.0528,1043.5727,10.6957,0.2059,60126.0,30054.0,17120546.0,447.0,720.0
Aminer,naive,6,7,0.0,1041.0503,1037.2403,3.0328,0.0,0.0,21581.0,17120546.0,21581.0,17120546.0
Aminer,naive,6,7,0.2,1056.7292,1045.8827,10.0418,1.631,14586.0,21581.0,17120546.0,21254.0,173083.0
Aminer,naive,6,7,0.4,1051.8346,1039.4399,11.6162,2.7574,31293.0,21581.0,17120546.0,17373.0,54903.0
Aminer,naive,6,7,0.6,1057.9017,1044.969,12.1333,2.6487,43547.0,21581.0,17120546.0,9815.0,14626.0
Aminer,naive,6,7,0.8,1056.4861,1044.6858,11.0037,0.9546,45887.0,21581.0,17120546.0,2111.0,2829.0
Aminer,naive,6,7,1.0,1041.2458,1030.4716,10.0099,0.1287,43057.0,21581.0,17120546.0,300.0,557.0
Aminer,naive,7,3,0.0,1039.7888,1035.9329,3.0718,0.0,0.0,118040.0,17120546.0,118040.0,17120546.0
Aminer,naive,7,3,0.2,1059.9398,1046.4174,12.7149,3.7457,61301.0,118040.0,17120546.0,117039.0,815485.0
Aminer,naive,7,3,0.4,1057.2587,1039.4126,17.0199,6.1308,124775.0,118040.0,17120546.0,106586.0,305767.0
Aminer,naive,7,3,0.6,1060.342,1040.5014,19.025,7.127,187388.0,118040.0,17120546.0,81671.0,95294.0
Aminer,naive,7,3,0.8,1061.8825,1043.0829,17.9814,5.1923,245143.0,118040.0,17120546.0,36173.0,22406.0
Aminer,naive,7,3,1.0,1053.3231,1037.9909,14.544,0.9537,236683.0,118040.0,17120546.0,5589.0,3021.0
Aminer,naive,7,4,0.0,1040.563,1036.8043,2.9827,0.0,0.0,55027.0,17120546.0,55027.0,17120546.0
Aminer,naive,7,4,0.2,1054.5404,1042.8139,10.9314,2.459,30692.0,55027.0,17120546.0,54469.0,383601.0
Aminer,naive,7,4,0.4,1055.6671,1041.2384,13.6169,4.0411,59944.0,55027.0,17120546.0,49361.0,138435.0
Aminer,naive,7,4,0.6,1059.4075,1043.3168,15.294,5.0478,96334.0,55027.0,17120546.0,34962.0,40743.0
Aminer,naive,7,4,0.8,1052.8702,1038.1722,13.9162,2.9481,118847.0,55027.0,17120546.0,12402.0,9138.0
Aminer,naive,7,4,1.0,1038.3029,1026.1298,11.4252,0.3722,110569.0,55027.0,17120546.0,1238.0,1029.0
Aminer,naive,7,5,0.0,1036.7609,1032.8412,3.1243,0.0,0.0,33733.0,17120546.0,33733.0,17120546.0
Aminer,naive,7,5,0.2,1108.7543,1097.0319,10.8503,2.056,20131.0,33733.0,17120546.0,33309.0,238856.0
Aminer,naive,7,5,0.4,1049.9361,1036.5619,12.552,3.3231,40253.0,33733.0,17120546.0,29420.0,81160.0
Aminer,naive,7,5,0.6,1105.6832,1090.8113,14.0102,3.8868,63320.0,33733.0,17120546.0,19544.0,22955.0
Aminer,naive,7,5,0.8,1032.1808,1019.9792,11.4716,1.6449,73729.0,33733.0,17120546.0,5170.0,4639.0
Aminer,naive,7,5,1.0,1046.1978,1034.6671,10.7678,0.2191,67618.0,33733.0,17120546.0,512.0,615.0
Aminer,naive,7,6,0.0,1036.3946,1032.5141,3.0893,0.0,0.0,23111.0,17120546.0,23111.0,17120546.0
Aminer,naive,7,6,0.2,1053.8698,1042.8413,10.2255,1.7265,14833.0,23111.0,17120546.0,22735.0,165741.0
Aminer,naive,7,6,0.4,1059.4384,1046.8336,11.773,2.8397,30389.0,23111.0,17120546.0,19619.0,53680.0
Aminer,naive,7,6,0.6,1059.0609,1045.8334,12.3941,3.0746,45081.0,23111.0,17120546.0,12167.0,14656.0
Aminer,naive,7,6,0.8,1044.4895,1033.0196,10.7081,1.1231,49776.0,23111.0,17120546.0,2841.0,2946.0
Aminer,naive,7,6,1.0,1095.3488,1083.9584,10.572,0.1421,46274.0,23111.0,17120546.0,306.0,495.0
Aminer,naive,7,7,0.0,1044.5306,1040.6769,3.0683,0.0,0.0,17009.0,17120546.0,17009.0,17120546.0
Aminer,naive,7,7,0.2,1098.899,1087.8458,10.2311,1.5095,11579.0,17009.0,17120546.0,16742.0,122414.0
Aminer,naive,7,7,0.4,1059.5685,1047.4468,11.3087,2.4308,24297.0,17009.0,17120546.0,13752.0,37312.0
